subscription,device,app,weight,path,QoS Score
sub1,dev1,app2_comp4,0.2,"dev1,sw1,comp4,app2_comp4",0.782095078
sub2,dev2,app2_comp4,0.2,"dev2,sw1,comp4,app2_comp4",0.748680982
sub3,dev3,app2_comp4,0.2,"dev3,sw1,comp4,app2_comp4",0.793924861
sub4,dev4,app2_comp4,0.2,"dev4,sw1,comp4,app2_comp4",0.791772591
sub5,dev5,app2_comp4,0.4,"dev5,sw1,comp4,app2_comp4",0.80154552
sub6,dev6,app2_comp4,0.4,"dev6,sw1,comp4,app2_comp4",0.725381165
sub7,dev7,app2_comp4,0.2,"dev7,sw2,sw0,sw1,comp4,app2_comp4",0.713540976
sub8,dev8,app2_comp4,0.2,"dev8,sw2,sw0,sw1,comp4,app2_comp4",0.818813713
sub9,dev9,app2_comp4,0.2,"dev9,sw2,sw0,sw1,comp4,app2_comp4",0.782164891
sub10,dev10,app2_comp4,0.2,"dev10,sw2,sw0,sw1,comp4,app2_comp4",0.857626153
sub11,dev11,app2_comp4,0.4,"dev11,sw2,sw0,sw1,comp4,app2_comp4",0.696104609
sub12,dev12,app2_comp4,0.4,"dev12,sw2,sw0,sw1,comp4,app2_comp4",0.813515231
sub13,dev13,app2_comp4,0.2,"dev13,sw3,sw0,sw1,comp4,app2_comp4",0.849452507
sub14,dev14,app2_comp4,0.2,"dev14,sw3,sw0,sw1,comp4,app2_comp4",0.847054302
sub15,dev15,app2_comp4,0.2,"dev15,sw3,sw0,sw1,comp4,app2_comp4",0.846735413
sub16,dev16,app2_comp4,0.2,"dev16,sw3,sw0,sw1,comp4,app2_comp4",0.834359563
sub17,dev17,app2_comp4,0.4,"dev17,sw3,sw0,sw1,comp4,app2_comp4",0.804208173
sub18,dev18,app2_comp4,0.4,"dev18,sw3,sw0,sw1,comp4,app2_comp4",0.860308613
sub19,dev19,app2_comp4,0.4,"dev19,sw3,sw0,sw1,comp4,app2_comp4",0.844882561
sub20,dev20,app2_comp4,0.4,"dev20,sw3,sw0,sw1,comp4,app2_comp4",0.778227175
sub21,dev7,app1_comp2,0.3,"dev7,sw2,sw0,comp2,app1_comp2",0.795026175
sub22,dev8,app1_comp2,0.3,"dev8,sw2,sw0,comp2,app1_comp2",0.779435553
sub23,dev9,app1_comp2,0.3,"dev9,sw2,sw0,comp2,app1_comp2",0.823069472
sub24,dev10,app1_comp2,0.3,"dev10,sw2,sw0,comp2,app1_comp2",0.786247621
sub25,dev11,app1_comp2,0.5,"dev11,sw2,sw0,comp2,app1_comp2",0.579711685
sub26,dev12,app1_comp2,0.5,"dev12,sw2,sw0,comp2,app1_comp2",0.59507527
sub27,dev5,app4_comp1,0.8,"dev5,sw1,comp1,app4_comp1",0.206073364
sub28,dev6,app4_comp1,0.8,"dev6,sw1,comp1,app4_comp1",0.185580685
sub29,dev11,app4_comp2,0.8,"dev11,sw2,sw0,comp2,app4_comp2",0.771820127
sub30,dev12,app4_comp2,0.8,"dev12,sw2,sw0,comp2,app4_comp2",0.794351131
sub31,dev17,app4_comp2,0.8,"dev17,sw3,sw0,comp2,app4_comp2",0.602380027
sub32,dev18,app4_comp2,0.8,"dev18,sw3,sw0,comp2,app4_comp2",0.616185952
sub33,dev19,app4_comp2,0.8,"dev19,sw3,sw0,comp2,app4_comp2",0.627659022
sub34,dev20,app4_comp2,0.8,"dev20,sw3,sw0,comp2,app4_comp2",0.600658819
sub35,dev13,app3_comp2,0.9,"dev13,sw3,sw0,comp2,app3_comp2",0.884735806
sub36,dev14,app3_comp2,0.9,"dev14,sw3,sw0,comp2,app3_comp2",0.904982889
