subscription,device,app,weight,path,QoS Score
sub1,dev1,app2_comp1,0.2,"dev1,sw1,comp1,app2_comp1",0.899068032
sub2,dev2,app2_comp1,0.2,"dev2,sw1,comp1,app2_comp1",0.88513401
sub3,dev3,app2_comp1,0.2,"dev3,sw1,comp1,app2_comp1",0.912291501
sub4,dev4,app2_comp1,0.2,"dev4,sw1,comp1,app2_comp1",0.889861425
sub5,dev5,app2_comp1,0.4,"dev5,sw1,comp1,app2_comp1",0.890368499
sub6,dev6,app2_comp1,0.4,"dev6,sw1,comp1,app2_comp1",0.880186234
sub7,dev7,app2_comp3,0.2,"dev7,sw2,comp3,app2_comp3",0.263866137
sub8,dev8,app2_comp3,0.2,"dev8,sw2,comp3,app2_comp3",0.263267644
sub9,dev9,app2_comp3,0.2,"dev9,sw2,comp3,app2_comp3",0.236025717
sub10,dev10,app2_comp3,0.2,"dev10,sw2,comp3,app2_comp3",0.230803445
sub11,dev11,app2_comp3,0.4,"dev11,sw2,comp3,app2_comp3",0.200341177
sub12,dev12,app2_comp3,0.4,"dev12,sw2,comp3,app2_comp3",0.306741716
sub13,dev13,app2_comp2,0.2,"dev13,sw3,sw0,comp2,app2_comp2",0.609421161
sub14,dev14,app2_comp2,0.2,"dev14,sw3,sw0,comp2,app2_comp2",0.711564512
sub15,dev15,app2_comp2,0.2,"dev15,sw3,sw0,comp2,app2_comp2",0.764405248
sub16,dev16,app2_comp2,0.2,"dev16,sw3,sw0,comp2,app2_comp2",0.687911949
sub17,dev17,app2_comp2,0.4,"dev17,sw3,sw0,comp2,app2_comp2",0.688545678
sub18,dev18,app2_comp2,0.4,"dev18,sw3,sw0,comp2,app2_comp2",0.693578101
sub19,dev19,app2_comp2,0.4,"dev19,sw3,sw0,comp2,app2_comp2",0.689924564
sub20,dev20,app2_comp2,0.4,"dev20,sw3,sw0,comp2,app2_comp2",0.667742984
sub21,dev7,app1_comp3,0.3,"dev7,sw2,comp3,app1_comp3",0.357558808
sub22,dev8,app1_comp3,0.3,"dev8,sw2,comp3,app1_comp3",0.358108611
sub23,dev9,app1_comp3,0.3,"dev9,sw2,comp3,app1_comp3",0.335265168
sub24,dev10,app1_comp3,0.3,"dev10,sw2,comp3,app1_comp3",0.329075753
sub25,dev11,app1_comp3,0.5,"dev11,sw2,comp3,app1_comp3",0.435390721
sub26,dev12,app1_comp3,0.5,"dev12,sw2,comp3,app1_comp3",0.410807172
sub27,dev5,app4_comp4,0.8,"dev5,sw1,comp4,app4_comp4",0.680804949
sub28,dev6,app4_comp4,0.8,"dev6,sw1,comp4,app4_comp4",0.605068526
sub29,dev11,app4_comp4,0.8,"dev11,sw2,sw1,comp4,app4_comp4",0.583129857
sub30,dev12,app4_comp4,0.8,"dev12,sw2,sw1,comp4,app4_comp4",0.525196394
sub31,dev17,app4_comp4,0.8,"dev17,sw3,sw0,sw2,sw1,comp4,app4_comp4",0.677519166
sub32,dev18,app4_comp4,0.8,"dev18,sw3,sw0,sw2,sw1,comp4,app4_comp4",0.553126637
sub33,dev19,app4_comp4,0.8,"dev19,sw3,sw0,sw2,sw1,comp4,app4_comp4",0.546067214
sub34,dev20,app4_comp4,0.8,"dev20,sw3,sw0,sw2,sw1,comp4,app4_comp4",0.542819432
sub35,dev13,app3_comp1,0.9,"dev13,sw3,sw0,sw2,sw1,comp1,app3_comp1",0.885607409
sub36,dev14,app3_comp1,0.9,"dev14,sw3,sw0,sw2,sw1,comp1,app3_comp1",0.889251227
