subscription,device,app,weight,path,QoS Score
sub1,dev1,app2_comp1,0.2,"dev1,sw1,comp1,app2_comp1",0.918451516
sub2,dev2,app2_comp1,0.2,"dev2,sw1,comp1,app2_comp1",0.912848587
sub3,dev3,app2_comp1,0.2,"dev3,sw1,comp1,app2_comp1",0.97235665
sub4,dev4,app2_comp1,0.2,"dev4,sw1,comp1,app2_comp1",1.0
sub5,dev5,app2_comp1,0.4,"dev5,sw1,comp1,app2_comp1",0.679310909
sub6,dev6,app2_comp1,0.4,"dev6,sw1,comp1,app2_comp1",0.665279752
sub7,dev7,app2_comp1,0.2,"dev7,sw2,sw1,comp1,app2_comp1",0.961646755
sub8,dev8,app2_comp1,0.2,"dev8,sw2,sw1,comp1,app2_comp1",0.869870507
sub9,dev9,app2_comp1,0.2,"dev9,sw2,sw1,comp1,app2_comp1",0.880166217
sub10,dev10,app2_comp1,0.2,"dev10,sw2,sw1,comp1,app2_comp1",0.862246867
sub11,dev11,app2_comp1,0.4,"dev11,sw2,sw1,comp1,app2_comp1",0.659060096
sub12,dev12,app2_comp1,0.4,"dev12,sw2,sw1,comp1,app2_comp1",0.671282599
sub13,dev13,app2_comp1,0.2,"dev13,sw3,sw1,comp1,app2_comp1",0.904758763
sub14,dev14,app2_comp1,0.2,"dev14,sw3,sw1,comp1,app2_comp1",0.869288659
sub15,dev15,app2_comp1,0.2,"dev15,sw3,sw1,comp1,app2_comp1",0.917807132
sub16,dev16,app2_comp1,0.2,"dev16,sw3,sw1,comp1,app2_comp1",0.86932176
sub17,dev17,app2_comp1,0.4,"dev17,sw3,sw1,comp1,app2_comp1",0.899456624
sub18,dev18,app2_comp1,0.4,"dev18,sw3,sw1,comp1,app2_comp1",0.904643598
sub19,dev19,app2_comp1,0.4,"dev19,sw3,sw1,comp1,app2_comp1",0.890996078
sub20,dev20,app2_comp1,0.4,"dev20,sw3,sw1,comp1,app2_comp1",0.897129884
sub21,dev7,app1_comp2,0.3,"dev7,sw2,sw0,comp2,app1_comp2",0.119762936
sub22,dev8,app1_comp2,0.3,"dev8,sw2,sw0,comp2,app1_comp2",0.086269784
sub23,dev9,app1_comp2,0.3,"dev9,sw2,sw0,comp2,app1_comp2",0.100070651
sub24,dev10,app1_comp2,0.3,"dev10,sw2,sw0,comp2,app1_comp2",0.146523579
sub25,dev11,app1_comp2,0.5,"dev11,sw2,sw0,comp2,app1_comp2",0.103139989
sub26,dev12,app1_comp2,0.5,"dev12,sw2,sw0,comp2,app1_comp2",0.113520136
sub27,dev5,app4_comp1,0.8,"dev5,sw1,comp1,app4_comp1",0.83018223
sub28,dev6,app4_comp1,0.8,"dev6,sw1,comp1,app4_comp1",0.929594118
sub29,dev11,app4_comp1,0.8,"dev11,sw2,sw1,comp1,app4_comp1",0.942089101
sub30,dev12,app4_comp1,0.8,"dev12,sw2,sw1,comp1,app4_comp1",0.935326773
sub31,dev17,app4_comp3,0.8,"dev17,sw3,comp3,app4_comp3",0.692691238
sub32,dev18,app4_comp3,0.8,"dev18,sw3,comp3,app4_comp3",0.727531855
sub33,dev19,app4_comp3,0.8,"dev19,sw3,comp3,app4_comp3",0.687582649
sub34,dev20,app4_comp3,0.8,"dev20,sw3,comp3,app4_comp3",0.727529749
sub35,dev13,app3_comp3,0.9,"dev13,sw3,comp3,app3_comp3",0.908023883
sub36,dev14,app3_comp3,0.9,"dev14,sw3,comp3,app3_comp3",0.876079485
